0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.187394e-01	8.374789e-01	2.093697e-01	1.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.993707e-02	-7.492134e-03	0.000000e+00	1.837533e+00	1.837534e+00	1.837467e+00	1.837466e+00	
5.000000e-03	2.093696e-03	4.187382e-03	1.046848e-03	4.187385e-01	8.374715e-01	2.093696e-01	1.000000e+00	1.498429e-04	-1.873041e-05	2.806619e-09	5.993710e-02	-7.492187e-03	2.245303e-06	1.837526e+00	1.837525e+00	1.837457e+00	1.837458e+00	
1.000000e-02	4.187382e-03	8.374691e-03	2.093696e-03	4.187358e-01	8.374495e-01	2.093693e-01	1.000000e+00	2.996846e-04	-3.746091e-05	1.122646e-08	5.993607e-02	-7.492207e-03	4.490599e-06	1.837518e+00	1.837515e+00	1.837448e+00	1.837451e+00	
1.500000e-02	6.281050e-03	1.256185e-02	3.140541e-03	4.187312e-01	8.374128e-01	2.093687e-01	9.999999e-01	4.495224e-04	-5.619142e-05	2.525930e-08	5.993398e-02	-7.492193e-03	6.735819e-06	1.837511e+00	1.837506e+00	1.837439e+00	1.837444e+00	
2.000000e-02	8.374691e-03	1.674879e-02	4.187382e-03	4.187248e-01	8.373614e-01	2.093679e-01	9.999998e-01	5.993536e-04	-7.492185e-05	4.490469e-08	5.993082e-02	-7.492146e-03	8.980894e-06	1.837505e+00	1.837496e+00	1.837429e+00	1.837437e+00	
2.500000e-02	1.046829e-02	2.093544e-02	5.234219e-03	4.187165e-01	8.372953e-01	2.093669e-01	9.999997e-01	7.491755e-04	-9.365213e-05	7.016190e-08	5.992660e-02	-7.492066e-03	1.122575e-05	1.837498e+00	1.837487e+00	1.837420e+00	1.837430e+00	
3.000000e-02	1.256185e-02	2.512172e-02	6.281050e-03	4.187064e-01	8.372146e-01	2.093656e-01	9.999996e-01	8.989856e-04	-1.123822e-04	1.010300e-07	5.992132e-02	-7.491951e-03	1.347033e-05	1.837491e+00	1.837479e+00	1.837412e+00	1.837424e+00	
3.500000e-02	1.465536e-02	2.930756e-02	7.327875e-03	4.186945e-01	8.371191e-01	2.093641e-01	9.999994e-01	1.048781e-03	-1.311119e-04	1.375077e-07	5.991498e-02	-7.491803e-03	1.571455e-05	1.837485e+00	1.837470e+00	1.837403e+00	1.837417e+00	
4.000000e-02	1.674879e-02	3.349289e-02	8.374691e-03	4.186807e-01	8.370090e-01	2.093624e-01	9.999993e-01	1.198559e-03	-1.498412e-04	1.795937e-07	5.990758e-02	-7.491622e-03	1.795835e-05	1.837479e+00	1.837461e+00	1.837395e+00	1.837411e+00	
4.500000e-02	1.884216e-02	3.767763e-02	9.421498e-03	4.186651e-01	8.368842e-01	2.093604e-01	9.999991e-01	1.348318e-03	-1.685700e-04	2.272861e-07	5.989912e-02	-7.491407e-03	2.020165e-05	1.837473e+00	1.837453e+00	1.837386e+00	1.837405e+00	
5.000000e-02	2.093544e-02	4.186171e-02	1.046829e-02	4.186477e-01	8.367448e-01	2.093582e-01	9.999989e-01	1.498054e-03	-1.872982e-04	2.805831e-07	5.988959e-02	-7.491159e-03	2.244439e-05	1.837467e+00	1.837445e+00	1.837378e+00	1.837399e+00	
5.500000e-02	2.302863e-02	4.604505e-02	1.151508e-02	4.186284e-01	8.365906e-01	2.093558e-01	9.999986e-01	1.647765e-03	-2.060258e-04	3.394825e-07	5.987900e-02	-7.490877e-03	2.468651e-05	1.837461e+00	1.837437e+00	1.837370e+00	1.837394e+00	
6.000000e-02	2.512172e-02	5.022759e-02	1.256185e-02	4.186073e-01	8.364218e-01	2.093532e-01	9.999984e-01	1.797448e-03	-2.247526e-04	4.039817e-07	5.986736e-02	-7.490561e-03	2.692791e-05	1.837456e+00	1.837429e+00	1.837363e+00	1.837388e+00	
6.500000e-02	2.721470e-02	5.440925e-02	1.360861e-02	4.185843e-01	8.362383e-01	2.093503e-01	9.999981e-01	1.947100e-03	-2.434786e-04	4.740782e-07	5.985465e-02	-7.490212e-03	2.916855e-05	1.837451e+00	1.837421e+00	1.837355e+00	1.837383e+00	
7.000000e-02	2.930756e-02	5.858995e-02	1.465536e-02	4.185596e-01	8.360402e-01	2.093472e-01	9.999978e-01	2.096719e-03	-2.622037e-04	5.497689e-07	5.984088e-02	-7.489830e-03	3.140835e-05	1.837445e+00	1.837414e+00	1.837348e+00	1.837377e+00	
7.500000e-02	3.140030e-02	6.276962e-02	1.570208e-02	4.185330e-01	8.358274e-01	2.093439e-01	9.999974e-01	2.246303e-03	-2.809278e-04	6.310506e-07	5.982605e-02	-7.489414e-03	3.364724e-05	1.837440e+00	1.837406e+00	1.837340e+00	1.837372e+00	
8.000000e-02	3.349289e-02	6.694820e-02	1.674879e-02	4.185045e-01	8.356000e-01	2.093404e-01	9.999971e-01	2.395848e-03	-2.996509e-04	7.179200e-07	5.981016e-02	-7.488964e-03	3.588515e-05	1.837436e+00	1.837399e+00	1.837333e+00	1.837367e+00	
8.500000e-02	3.558534e-02	7.112560e-02	1.779549e-02	4.184742e-01	8.353579e-01	2.093366e-01	9.999967e-01	2.545352e-03	-3.183727e-04	8.103733e-07	5.979321e-02	-7.488481e-03	3.812201e-05	1.837431e+00	1.837392e+00	1.837326e+00	1.837363e+00	
9.000000e-02	3.767763e-02	7.530175e-02	1.884216e-02	4.184421e-01	8.351011e-01	2.093326e-01	9.999963e-01	2.694812e-03	-3.370934e-04	9.084066e-07	5.977520e-02	-7.487964e-03	4.035776e-05	1.837426e+00	1.837385e+00	1.837320e+00	1.837358e+00	
9.500000e-02	3.976976e-02	7.947659e-02	1.988881e-02	4.184082e-01	8.348297e-01	2.093283e-01	9.999959e-01	2.844226e-03	-3.558127e-04	1.012016e-06	5.975614e-02	-7.487414e-03	4.259231e-05	1.837422e+00	1.837378e+00	1.837313e+00	1.837354e+00	
1.000000e-01	4.186171e-02	8.365003e-02	2.093544e-02	4.183724e-01	8.345437e-01	2.093238e-01	9.999954e-01	2.993591e-03	-3.745305e-04	1.121196e-06	5.973601e-02	-7.486830e-03	4.482562e-05	1.837418e+00	1.837372e+00	1.837306e+00	1.837349e+00	
1.050000e-01	4.395348e-02	8.782200e-02	2.198205e-02	4.183348e-01	8.342430e-01	2.093191e-01	9.999950e-01	3.142904e-03	-3.932469e-04	1.235943e-06	5.971483e-02	-7.486213e-03	4.705760e-05	1.837414e+00	1.837365e+00	1.837300e+00	1.837345e+00	
1.100000e-01	4.604505e-02	9.199243e-02	2.302863e-02	4.182953e-01	8.339277e-01	2.093142e-01	9.999945e-01	3.292162e-03	-4.119618e-04	1.356252e-06	5.969259e-02	-7.485563e-03	4.928818e-05	1.837410e+00	1.837359e+00	1.837294e+00	1.837341e+00	
1.150000e-01	4.813643e-02	9.616125e-02	2.407519e-02	4.182540e-01	8.335978e-01	2.093090e-01	9.999940e-01	3.441364e-03	-4.306749e-04	1.482118e-06	5.966929e-02	-7.484878e-03	5.151730e-05	1.837406e+00	1.837353e+00	1.837288e+00	1.837338e+00	
